1,1,1468.048462,416.450073,79.052856,177.735229,10,0.375627,-1,-1
1,3,465.065033,426.521973,74.697662,179.501770,10,0.404501,-1,-1
1,4,545.744080,435.318024,59.010925,171.915985,10,0.369335,-1,-1
1,5,584.474426,428.210297,58.804688,175.170135,11,0.329644,-1,-1
1,6,1220.680176,409.820465,44.566040,115.647675,8,0.318499,-1,-1
1,7,722.531555,424.174866,63.095764,174.980591,10,0.326368,-1,-1
1,8,1163.195435,419.329712,38.242554,106.215332,6,0.313722,-1,-1
1,9,1188.453735,416.501343,32.097290,95.494843,7,0.359157,-1,-1
1,11,664.248291,415.155273,71.751465,197.917358,9,0.228917,-1,-1
1,12,824.548279,428.718597,23.304626,62.654755,6,0.264080,-1,-1
1,10,1107.929932,418.157562,31.758911,83.141052,6,0.286671,-1,-1
1,13,955.547363,417.276764,38.918945,109.432526,5,0.277189,-1,-1
1,16,767.691162,428.127258,24.875854,68.799530,2,0.090896,-1,-1
1,14,388.061035,429.821320,27.717041,68.240234,6,0.263668,-1,-1
1,15,801.252930,429.297729,22.307556,63.928467,5,0.243471,-1,-1
1,2,635.434448,428.473511,51.512695,134.782104,14,0.247279,-1,-1
2,1,1468.048462,416.450073,79.052856,177.735229,10,0.375627,-1,-1
2,3,465.065033,426.521973,74.697662,179.501770,10,0.404501,-1,-1
2,4,545.744080,435.318024,59.010925,171.915985,10,0.369335,-1,-1
2,5,584.474426,428.210297,58.804688,175.170135,11,0.329644,-1,-1
2,6,1220.680176,409.820465,44.566040,115.647675,8,0.318499,-1,-1
2,7,722.531555,424.174866,63.095764,174.980591,10,0.326368,-1,-1
2,8,1163.195435,419.329712,38.242554,106.215332,6,0.313722,-1,-1
2,9,1188.453735,416.501343,32.097290,95.494843,7,0.359157,-1,-1
2,11,664.248291,415.155273,71.751465,197.917358,9,0.228917,-1,-1
2,12,824.548279,428.718597,23.304626,62.654755,6,0.264080,-1,-1
2,10,1107.929932,418.157562,31.758911,83.141052,6,0.286671,-1,-1
2,13,955.547363,417.276764,38.918945,109.432526,5,0.277189,-1,-1
2,16,767.691162,428.127258,24.875854,68.799530,2,0.090896,-1,-1
2,14,388.061035,429.821320,27.717041,68.240234,6,0.263668,-1,-1
2,15,801.252930,429.297729,22.307556,63.928467,5,0.243471,-1,-1
2,2,635.434448,428.473511,51.512695,134.782104,14,0.247279,-1,-1
3,17,1363.171143,393.175842,77.596924,227.755493,6,0.364903,-1,-1
3,3,458.920654,425.778259,73.924011,181.129730,15,0.397490,-1,-1
3,16,764.456909,431.059906,20.743225,63.511597,3,0.122782,-1,-1
3,4,540.101532,435.407410,59.542389,170.148468,15,0.373601,-1,-1
3,11,662.515594,412.524094,74.777313,202.823807,13,0.208899,-1,-1
3,5,582.469279,429.208486,62.409810,165.629710,17,0.321873,-1,-1
3,10,1102.304565,418.836700,32.247314,81.720917,9,0.292696,-1,-1
3,2,624.680237,426.415909,54.220825,136.743790,19,0.263588,-1,-1
3,12,819.130005,428.055084,21.802490,63.148834,9,0.282452,-1,-1
3,7,713.626343,422.342392,62.383606,179.626511,15,0.327926,-1,-1
3,14,379.663147,429.464325,25.869812,68.272583,9,0.258055,-1,-1
3,8,1157.324341,418.473938,39.742188,109.010620,9,0.311403,-1,-1
3,13,950.395569,419.412201,38.326477,108.343353,8,0.304346,-1,-1
3,9,1179.424561,417.962006,31.931885,98.361420,10,0.380086,-1,-1
3,6,1212.464355,409.460098,45.953735,118.380386,11,0.351527,-1,-1
3,15,800.682617,428.214249,25.414246,64.620056,8,0.261771,-1,-1
3,18,843.656128,434.074402,22.449707,69.041412,7,0.218279,-1,-1
3,1,1462.749756,417.334854,75.961060,178.286026,15,0.367298,-1,-1
4,11,655.293925,412.204061,77.520915,205.541463,17,0.199941,-1,-1
4,1,1456.024577,418.366679,75.126302,178.072937,20,0.370766,-1,-1
4,16,757.301392,431.984741,22.784119,63.120544,7,0.209165,-1,-1
4,15,807.727844,428.406189,22.242279,64.242401,12,0.233789,-1,-1
4,5,573.004395,429.703156,60.252563,175.143789,23,0.316163,-1,-1
4,3,449.741018,426.035451,75.904388,181.228363,20,0.395760,-1,-1
4,6,1206.566976,410.746938,45.914388,117.510956,14,0.366842,-1,-1
4,17,1360.019409,394.875549,79.668945,230.335144,8,0.364873,-1,-1
4,4,533.009969,434.485901,58.839213,172.438029,20,0.374652,-1,-1
4,7,703.406555,421.129364,62.302165,180.771515,20,0.331158,-1,-1
4,14,369.412125,430.750702,29.203369,70.055435,12,0.250568,-1,-1
4,18,837.554901,433.896973,22.580566,68.033417,10,0.237922,-1,-1
4,8,1150.874573,420.625809,39.067322,107.200333,12,0.305461,-1,-1
4,13,943.621613,418.672867,40.098724,110.527939,11,0.309446,-1,-1
4,2,622.498917,426.021896,58.132202,145.027344,24,0.273466,-1,-1
4,10,1097.162231,420.153610,31.825256,81.912430,12,0.284087,-1,-1
4,12,818.990295,429.177216,22.389862,63.537567,13,0.298991,-1,-1
4,9,1175.470825,415.888835,37.765625,103.863871,13,0.387062,-1,-1
4,19,788.263245,431.484680,21.810577,62.601700,10,0.318845,-1,-1
5,15,803.425537,432.947906,23.560242,61.301315,16,0.215005,-1,-1
5,10,1092.513916,421.860504,31.987244,81.494064,15,0.286767,-1,-1
5,12,813.417013,431.731364,24.292440,65.378225,16,0.303532,-1,-1
5,13,937.251801,421.966278,41.459045,110.180237,14,0.321644,-1,-1
5,9,1166.331055,420.302002,33.609192,101.192474,16,0.360380,-1,-1
5,6,1198.686707,412.323105,47.003052,116.594864,17,0.377383,-1,-1
5,14,361.429153,431.714142,29.088745,69.298523,13,0.247577,-1,-1
5,8,1144.276306,421.872238,41.080200,106.859177,16,0.315504,-1,-1
5,7,693.118042,421.079620,61.234131,181.969045,25,0.334957,-1,-1
5,5,567.034505,430.570923,60.710734,175.287740,28,0.320747,-1,-1
5,11,643.022929,415.880717,75.743795,201.264628,19,0.201174,-1,-1
5,4,526.241496,434.845937,59.737712,172.182119,25,0.373631,-1,-1
5,17,1355.803955,396.316559,82.889404,234.727203,10,0.365993,-1,-1
5,18,831.823547,435.662201,21.558441,69.523636,14,0.249270,-1,-1
5,1,1448.702311,420.693654,73.581787,176.842031,25,0.373365,-1,-1
5,19,780.778809,433.741165,21.967163,62.555405,13,0.336208,-1,-1
